Gene	Ensembl
Gm4859	ENSMUSG00000105077
Gm29285	ENSMUSG00000099415
Gm13888	ENSMUSG00000083487
Samt4	ENSMUSG00000025051
Gm37089	ENSMUSG00000103180
Gm4787	ENSMUSG00000072974
Hypm	ENSMUSG00000040456
Hoxb3os	ENSMUSG00000084844
Gm6881	ENSMUSG00000082707
Gm8346	ENSMUSG00000096899
Hspe1-ps2	ENSMUSG00000049246
Defb42	ENSMUSG00000054763
Rcc1	ENSMUSG00000028896
Gm20498	ENSMUSG00000021139
Gm9317	ENSMUSG00000105073
Bsx	ENSMUSG00000054360
Hoxb3	ENSMUSG00000048763
Gm28280	ENSMUSG00000100953
Gm16215	ENSMUSG00000089950
Gm42702	ENSMUSG00000106443
Gm17956	ENSMUSG00000105793
Gm15093	ENSMUSG00000094941
Hpd	ENSMUSG00000029445
Gm43256	ENSMUSG00000105818
A430108G06Rik	ENSMUSG00000086851
Rimbp3	ENSMUSG00000071636
Wt1os	ENSMUSG00000074987
Rsbn1	ENSMUSG00000044098
Gm4750	ENSMUSG00000087235
4930557A04Rik	ENSMUSG00000048994
Gm9003	ENSMUSG00000084007
Awat1	ENSMUSG00000015665
Gm14827	ENSMUSG00000084904
Irf1	ENSMUSG00000018899
Nes	ENSMUSG00000004891
Defb30	ENSMUSG00000075571
Dmrta1	ENSMUSG00000043753
Gm11536	ENSMUSG00000075589
Gm38341	ENSMUSG00000103315
Gm3404	ENSMUSG00000079091
Igkv3-11	ENSMUSG00000105499
Hoxb2	ENSMUSG00000075588
Gm8167	ENSMUSG00000097984
Gm12105	ENSMUSG00000082049
Prdm10	ENSMUSG00000042496
Igkv3-10	ENSMUSG00000076596
Gm15088	ENSMUSG00000096213
Gm12106	ENSMUSG00000079890
Urb1	ENSMUSG00000039929
Gm37207	ENSMUSG00000103650
Isg20	ENSMUSG00000039236
Cage1	ENSMUSG00000044566
Lbx1	ENSMUSG00000025216
Gm6175	ENSMUSG00000081886
Unc5a	ENSMUSG00000025876
Adam4	ENSMUSG00000072972
Wdr20	ENSMUSG00000037957
Gm8969	ENSMUSG00000106564
Hic2	ENSMUSG00000050240
H2-Q3	ENSMUSG00000092253
Ott	ENSMUSG00000094885
Gm3409	ENSMUSG00000096664
Lrrn2	ENSMUSG00000026443
Rab9	ENSMUSG00000079316
P2ry4	ENSMUSG00000044359
C2cd5	ENSMUSG00000030279
RP23-64O4.3	ENSMUSG00000109702
Cox16	ENSMUSG00000091803
Gm8464	ENSMUSG00000087569
Abcc6	ENSMUSG00000030834
Gm12629	ENSMUSG00000085690
Gm38308	ENSMUSG00000102709
Gm37756	ENSMUSG00000103380
Stk32b	ENSMUSG00000029123
Gm38164	ENSMUSG00000102779
RP23-116P5.1	ENSMUSG00000109893
Hoxb1	ENSMUSG00000018973
Phtf1os	ENSMUSG00000089998
Copa	ENSMUSG00000026553
Abhd12	ENSMUSG00000032046
Gm3415	ENSMUSG00000095557
E2f3	ENSMUSG00000016477
Calr	ENSMUSG00000003814
Magi3	ENSMUSG00000052539
Hsd17b11	ENSMUSG00000029311
Gm11531	ENSMUSG00000075587
Gm15594	ENSMUSG00000084947
Gm11529	ENSMUSG00000075586
Gm8494	ENSMUSG00000094090
Arhgap18	ENSMUSG00000039031
Gm43409	ENSMUSG00000104606
Sspo	ENSMUSG00000029797
Aqp11	ENSMUSG00000042797
Gm20870	ENSMUSG00000100535
Tmem68	ENSMUSG00000028232
Gm3970	ENSMUSG00000105795
Maged1	ENSMUSG00000025151
Clasrp	ENSMUSG00000061028
Gm15637	ENSMUSG00000087386
Abhd5	ENSMUSG00000032540
Gpr12	ENSMUSG00000041468
Cd1d2	ENSMUSG00000041750
Gm11365	ENSMUSG00000086893
Rqcd1	ENSMUSG00000026174
Gm10136	ENSMUSG00000063754
Cux2	ENSMUSG00000042589
Gm21851	ENSMUSG00000102103
Gm378	ENSMUSG00000082354
Gm11213	ENSMUSG00000084782
Gm34333	ENSMUSG00000105907
Zfp459	ENSMUSG00000055560
Vdac3	ENSMUSG00000008892
Rhbdl2	ENSMUSG00000043333
4930573C15Rik	ENSMUSG00000106020
Gm10860	ENSMUSG00000093634
Gm29519	ENSMUSG00000101173
Nefh	ENSMUSG00000020396
Gm28044	ENSMUSG00000098781
Gm27204	ENSMUSG00000098294
Gm6878	ENSMUSG00000075549
Gm28641	ENSMUSG00000099424
Gm15090	ENSMUSG00000096179
Ddx25	ENSMUSG00000032101
Gm12275	ENSMUSG00000081340
She	ENSMUSG00000046280
Zfp429	ENSMUSG00000078994
Gm42526	ENSMUSG00000105785
Gm12276	ENSMUSG00000081944
Pih1d3	ENSMUSG00000026063
Gm15092	ENSMUSG00000086974
Samt2	ENSMUSG00000072888
Ebf2	ENSMUSG00000022053
Gm38307	ENSMUSG00000103398
Rassf10	ENSMUSG00000098132
H2-Q4	ENSMUSG00000035929
Zfp874a	ENSMUSG00000069206
Plod1	ENSMUSG00000019055
Mdm4	ENSMUSG00000054387
Gm13210	ENSMUSG00000083252
Hk3	ENSMUSG00000025877
Gm13459	ENSMUSG00000083973
Gm43587	ENSMUSG00000106666
Gm37804	ENSMUSG00000103301
Rab11fip5	ENSMUSG00000051343
Daw1	ENSMUSG00000053161
Gm13211	ENSMUSG00000085070
A730085K08Rik	ENSMUSG00000093598
Ak3	ENSMUSG00000024782
Gm13332	ENSMUSG00000083281
Ap1s1	ENSMUSG00000004849
Ttll5	ENSMUSG00000012609
Cacna1b	ENSMUSG00000004113
Zfp738	ENSMUSG00000048280
Gm11131	ENSMUSG00000079505
Hrc	ENSMUSG00000038239
4930426D05Rik	ENSMUSG00000043168
Hdac5	ENSMUSG00000008855
Stc2	ENSMUSG00000020303
Gm3695	ENSMUSG00000067224
Rnft2	ENSMUSG00000032850
Vma21	ENSMUSG00000073131
1700018L02Rik	ENSMUSG00000100075
Denr	ENSMUSG00000023106
1700121C08Rik	ENSMUSG00000086275
Gm12904	ENSMUSG00000082310
Klhl14	ENSMUSG00000042514
Gm12903	ENSMUSG00000080993
Azi2	ENSMUSG00000039285
Gm21819	ENSMUSG00000099527
Pigo	ENSMUSG00000028454
Uqcc2	ENSMUSG00000024208
Gm11368	ENSMUSG00000085188
Gins1	ENSMUSG00000027454
Gm15589	ENSMUSG00000086729
Noto	ENSMUSG00000068302
Utp14b-ps1	ENSMUSG00000105588
1700018C11Rik	ENSMUSG00000058935
Sema6c	ENSMUSG00000038777
Gm29224	ENSMUSG00000101045
Kcnh2	ENSMUSG00000038319
Gm15142	ENSMUSG00000084367
Gm29223	ENSMUSG00000099920
Gm13254	ENSMUSG00000083269
Gm11367	ENSMUSG00000083676
RP23-238J3.1	ENSMUSG00000110109
Gm13255	ENSMUSG00000084374
Zfp953	ENSMUSG00000098905
Gm15229	ENSMUSG00000085880
Zfp330	ENSMUSG00000031711
Gm8577	ENSMUSG00000082197
Gm15223	ENSMUSG00000081875
Gm21241	ENSMUSG00000096332
Rapgef1	ENSMUSG00000039844
Gm5548	ENSMUSG00000045952
Gm7182	ENSMUSG00000104352
Zfp748	ENSMUSG00000095432
Gm28278	ENSMUSG00000100693
Hrh1	ENSMUSG00000053004
Tceanc	ENSMUSG00000051224
Gm13217	ENSMUSG00000082953
Impdh1	ENSMUSG00000003500
Gm8984	ENSMUSG00000097941
Gm37567	ENSMUSG00000104046
Mycbp	ENSMUSG00000028647
BC005561	ENSMUSG00000079065
Sh2d4b	ENSMUSG00000037833
Nlrp5	ENSMUSG00000015721
Rab11fip4os2	ENSMUSG00000086569
Gm14143	ENSMUSG00000082341
Zfp595	ENSMUSG00000057842
Ccdc62	ENSMUSG00000061882
Igkv3-9	ENSMUSG00000095338
Cldn34b1	ENSMUSG00000072100
Rab11fip4	ENSMUSG00000017639
RP23-238J3.2	ENSMUSG00000110207
Abhd4	ENSMUSG00000040997
Gm38395	ENSMUSG00000105665
Gm37340	ENSMUSG00000103412
Mipol1	ENSMUSG00000047022
Naaa	ENSMUSG00000029413
Zfp456	ENSMUSG00000078995
Armc3	ENSMUSG00000037683
Sytl5	ENSMUSG00000054453
Syf2	ENSMUSG00000028821
Cnga3	ENSMUSG00000026114
Celf2	ENSMUSG00000002107
Gm12905	ENSMUSG00000085875
Gm43518	ENSMUSG00000105875
Otoa	ENSMUSG00000034990
Gm28041	ENSMUSG00000098692
Gm26965	ENSMUSG00000097565
Rab11fip4os1	ENSMUSG00000087434
Snhg3	ENSMUSG00000085241
Gm7928	ENSMUSG00000097244
1700120O09Rik	ENSMUSG00000093386
Zfp87	ENSMUSG00000097333
4930438E09Rik	ENSMUSG00000093472
Ninl	ENSMUSG00000068115
Gm42700	ENSMUSG00000105148
Gm43259	ENSMUSG00000106432
Gm43260	ENSMUSG00000105933
Gm15361	ENSMUSG00000083283
Usp12	ENSMUSG00000029640
Gm4850	ENSMUSG00000100205
Vmn1r-ps12	ENSMUSG00000093530
Pak1	ENSMUSG00000030774
Gm17300	ENSMUSG00000091021
Phtf1	ENSMUSG00000058388
Clca4c-ps	ENSMUSG00000074196
Vmn1r22	ENSMUSG00000093501
Tubb5	ENSMUSG00000001525
Igkv3-8	ENSMUSG00000104760
Vmn1r23	ENSMUSG00000093376
Gm12848	ENSMUSG00000082043
Gm28645	ENSMUSG00000100592
Nol6	ENSMUSG00000028430
Igkv3-7	ENSMUSG00000076598
Dnah7b	ENSMUSG00000041144
Gm20660	ENSMUSG00000093541
Olfr221	ENSMUSG00000044286
Gm6489	ENSMUSG00000094215
Zfp874b	ENSMUSG00000059839
Igkv3-6	ENSMUSG00000106667
Vmn1r24	ENSMUSG00000093451
Jhy	ENSMUSG00000032023
Mok	ENSMUSG00000056458
1700074A21Rik	ENSMUSG00000102231
Gm12849	ENSMUSG00000081172
Trpv1	ENSMUSG00000005952
Pprc1	ENSMUSG00000055491
Cyp4a28-ps	ENSMUSG00000081823
Zfp58	ENSMUSG00000071291
Gm28279	ENSMUSG00000099638
Vmn1r25	ENSMUSG00000094206
Igkv3-5	ENSMUSG00000095335
Mboat7	ENSMUSG00000035596
Vmn1r-ps13	ENSMUSG00000107678
Vmn1r26	ENSMUSG00000048697
Igkv3-4	ENSMUSG00000096715
Gm21739	ENSMUSG00000094181
Gm38264	ENSMUSG00000102907
Rps15-ps2	ENSMUSG00000071419
Eogt	ENSMUSG00000035245
Igkv3-3	ENSMUSG00000094478
Tlr3	ENSMUSG00000031639
Gm10307	ENSMUSG00000101093
Gm28886	ENSMUSG00000102081
Cyr61	ENSMUSG00000028195
Gm11025	ENSMUSG00000078982
Igkv3-2	ENSMUSG00000095351
Prps1l3	ENSMUSG00000079104
Csrp3	ENSMUSG00000030470
Gm8515	ENSMUSG00000103206
Gm412	ENSMUSG00000103606
Gm16246	ENSMUSG00000086372
Gm28483	ENSMUSG00000099738
Gm29222	ENSMUSG00000101021
Vmn1r-ps14	ENSMUSG00000093382
Clca4b	ENSMUSG00000074195
Gm28484	ENSMUSG00000101988
Asxl3	ENSMUSG00000045215
Vmn1r-ps15	ENSMUSG00000093666
Gm29221	ENSMUSG00000099485
Gm1141	ENSMUSG00000073130
Gm42655	ENSMUSG00000106915
Zfp729b	ENSMUSG00000058093
Gm29220	ENSMUSG00000099548
Myo15b	ENSMUSG00000034427
Gm6695	ENSMUSG00000093560
Gm21815	ENSMUSG00000096875
1700028J19Rik	ENSMUSG00000038782
Nnt	ENSMUSG00000025453
Gm26875	ENSMUSG00000097371
Zfp65	ENSMUSG00000071281
Dsp	ENSMUSG00000054889
Gm16171	ENSMUSG00000081372
Gm44815	ENSMUSG00000108670
Abcd3	ENSMUSG00000028127
Nmb	ENSMUSG00000025723
Gm11482	ENSMUSG00000086817
Gm11366	ENSMUSG00000082648
Gm26633	ENSMUSG00000097441
Gm29426	ENSMUSG00000102031
Chd4	ENSMUSG00000063870
E330009J07Rik	ENSMUSG00000037172
Gm26587	ENSMUSG00000097470
Mboat1	ENSMUSG00000038732
Gm14141	ENSMUSG00000082375
Zfp729a	ENSMUSG00000021510
Gm14142	ENSMUSG00000084264
Gm43628	ENSMUSG00000105935
Gm19680	ENSMUSG00000070960
Nanp	ENSMUSG00000053916
Slc1a5	ENSMUSG00000001918
Gm5754	ENSMUSG00000081898
Insl6	ENSMUSG00000050957
Cyp4a29-ps1	ENSMUSG00000082889
RP24-120F8.1	ENSMUSG00000109390
1700016G14Rik	ENSMUSG00000085861
Gm17039	ENSMUSG00000092103
Gm7910	ENSMUSG00000082159
Rfc1	ENSMUSG00000029191
Sec11a	ENSMUSG00000025724
9430065F17Rik	ENSMUSG00000097360
Gm28885	ENSMUSG00000100408
Gm37276	ENSMUSG00000103283
Gm14151	ENSMUSG00000079006
Tsen34	ENSMUSG00000035585
Gm11214	ENSMUSG00000099294
Gm21856	ENSMUSG00000100991
Gm36864	ENSMUSG00000108622
1700013H16Rik	ENSMUSG00000054727
Gm37008	ENSMUSG00000103887
Gm29444	ENSMUSG00000101649
Gm14147	ENSMUSG00000079005
Gm10129	ENSMUSG00000103789
Gm28887	ENSMUSG00000102116
Smyd5	ENSMUSG00000033706
Gm28480	ENSMUSG00000101336
Tnfsf15	ENSMUSG00000050395
Gm14145	ENSMUSG00000085805
Amz1	ENSMUSG00000050022
Gm16233	ENSMUSG00000085773
Clca4a	ENSMUSG00000068547
Gm14149	ENSMUSG00000067352
Gm14144	ENSMUSG00000087337
Vmn2r-ps51	ENSMUSG00000094280
Dkk4	ENSMUSG00000031535
Bod1	ENSMUSG00000044502
Gm37601	ENSMUSG00000102746
Ldb1	ENSMUSG00000025223
4930442J19Rik	ENSMUSG00000087609
Cyp4f41-ps	ENSMUSG00000024295
Gm13790	ENSMUSG00000086302
Vmn2r-ps52	ENSMUSG00000093681
Gm6025	ENSMUSG00000082616
Gm20842	ENSMUSG00000101593
6430511E19Rik	ENSMUSG00000102555
RP24-487D5.4	ENSMUSG00000110003
Fam222a	ENSMUSG00000041930
Gm14148	ENSMUSG00000083391
Gm44065	ENSMUSG00000107502
Pcf11	ENSMUSG00000041328
Gm14593	ENSMUSG00000084308
Gm14152	ENSMUSG00000087495
Zfp36l3	ENSMUSG00000059334
RP24-407N9.2	ENSMUSG00000109785
Gm43742	ENSMUSG00000106361
Oprk1	ENSMUSG00000025905
Cym	ENSMUSG00000046213
Zfp472	ENSMUSG00000053600
Gm12834	ENSMUSG00000081138
Dlgap2	ENSMUSG00000047495
RP23-305G5.1	ENSMUSG00000110009
Gm5637	ENSMUSG00000046993
Nfrkb	ENSMUSG00000042185
Gna12	ENSMUSG00000000149
2010001A14Rik	ENSMUSG00000087165
Magoh	ENSMUSG00000028609
Gm14150	ENSMUSG00000082809
Gm16225	ENSMUSG00000086884
Gm10433	ENSMUSG00000072884
Gm14146	ENSMUSG00000086659
Serpina3i	ENSMUSG00000079014
4921509C19Rik	ENSMUSG00000061525
Vmn2r48	ENSMUSG00000095914
Slc16a13	ENSMUSG00000044367
Crtam	ENSMUSG00000032021
Gm15532	ENSMUSG00000080719
Gm14891	ENSMUSG00000081341
Serpine1	ENSMUSG00000037411
Igkv3-1	ENSMUSG00000095682
4930540M05Rik	ENSMUSG00000097831
1700123M08Rik	ENSMUSG00000085614
Gm37719	ENSMUSG00000102242
RP24-487D5.5	ENSMUSG00000110108
Recql5os1	ENSMUSG00000087072
Gm6244	ENSMUSG00000101896
Gm19901	ENSMUSG00000102667
Egfl6	ENSMUSG00000000402
Smim6	ENSMUSG00000075420
Rln1	ENSMUSG00000039097
Rragc	ENSMUSG00000028646
Zfp952	ENSMUSG00000053390
Sap30bp	ENSMUSG00000020755
Armc6	ENSMUSG00000002343
Gm37696	ENSMUSG00000103473
Traf2	ENSMUSG00000026942
Rap2b	ENSMUSG00000036894
Gm29257	ENSMUSG00000100228
Trip4	ENSMUSG00000032386
Nsfl1c	ENSMUSG00000027455
B3galt4	ENSMUSG00000067370
Impg2	ENSMUSG00000035270
Gm38061	ENSMUSG00000103635
Ip6k3	ENSMUSG00000024210
Fanci	ENSMUSG00000039187
Serpina3j	ENSMUSG00000079013
D630024D03Rik	ENSMUSG00000085772
Cfp	ENSMUSG00000001128
Gm12902	ENSMUSG00000082515
Gm37667	ENSMUSG00000103541
Runx3	ENSMUSG00000070691
Bcl6b	ENSMUSG00000000317
Gm36965	ENSMUSG00000103936
Cirbp	ENSMUSG00000045193
Gm12916	ENSMUSG00000086087
Gm8349	ENSMUSG00000098208
Gm26944	ENSMUSG00000098066
Gm28467	ENSMUSG00000100040
Gm9700	ENSMUSG00000104489
1700021L23Rik	ENSMUSG00000086955
4933435F18Rik	ENSMUSG00000086978
Zpr1	ENSMUSG00000032078
Sugp2	ENSMUSG00000036054
Pex10	ENSMUSG00000029047
4633401B06Rik	ENSMUSG00000105597
Scube1	ENSMUSG00000016763
Recql5	ENSMUSG00000020752
Gm43609	ENSMUSG00000106087
Il10ra	ENSMUSG00000032089
Gm37356	ENSMUSG00000103599
Tcaim	ENSMUSG00000046603
Gm37742	ENSMUSG00000103143
Gm10086	ENSMUSG00000060730
Gm16224	ENSMUSG00000084986
Skap1	ENSMUSG00000057058
Gm43291	ENSMUSG00000105646
Igkj3	ENSMUSG00000076606
Atf7ip2	ENSMUSG00000039200
Igkj5	ENSMUSG00000076608
Trim56	ENSMUSG00000043279
C030037F17Rik	ENSMUSG00000084945
Gm3160	ENSMUSG00000085371
Mettl21a	ENSMUSG00000025956
Gm29407	ENSMUSG00000099978
Gm29405	ENSMUSG00000101150
Pabpc4	ENSMUSG00000011257
Smarcb1	ENSMUSG00000000902
Cct7	ENSMUSG00000030007
Gm35549	ENSMUSG00000107504
Gm44722	ENSMUSG00000108645
Gm44719	ENSMUSG00000108770
Gm19817	ENSMUSG00000105302
Gli2	ENSMUSG00000048402
Slc4a8	ENSMUSG00000023032
Gm42607	ENSMUSG00000106354
Gm14167	ENSMUSG00000087433
Gm37429	ENSMUSG00000103519
Trpv3	ENSMUSG00000043029
Hgfac	ENSMUSG00000029102
Npbwr1	ENSMUSG00000033774
Dclk1	ENSMUSG00000027797
Trpm1	ENSMUSG00000030523
Igkj1	ENSMUSG00000076604
Dopey1	ENSMUSG00000034973
Gm44762	ENSMUSG00000109227
4930447M23Rik	ENSMUSG00000087674
Gm20612	ENSMUSG00000093722
Gm10505	ENSMUSG00000073430
Arhgef10l	ENSMUSG00000040964
Gm43146	ENSMUSG00000104736
Gm12565	ENSMUSG00000081093
Fkbp1a	ENSMUSG00000032966
Gm11840	ENSMUSG00000085027
Cd1d1	ENSMUSG00000028076
Gm17184	ENSMUSG00000072574
Pate4	ENSMUSG00000032099
Lpin2	ENSMUSG00000024052
Grm4	ENSMUSG00000063239
Prok1	ENSMUSG00000070368
BC061237	ENSMUSG00000072145
Pate2	ENSMUSG00000074452
Clic4	ENSMUSG00000037242
Nisch	ENSMUSG00000021910
Gm17093	ENSMUSG00000091429
A630076J17Rik	ENSMUSG00000094613
1700061F12Rik	ENSMUSG00000085580
Sap30bpos	ENSMUSG00000087064
Gm2861	ENSMUSG00000105850
Gm13433	ENSMUSG00000083043
Smim5	ENSMUSG00000048442
Pate1	ENSMUSG00000091215
Bcorl1	ENSMUSG00000036959
Igkj2	ENSMUSG00000076605
Cytl1	ENSMUSG00000062329
Gm10105	ENSMUSG00000094676
Amy2b	ENSMUSG00000083079
Pradc1	ENSMUSG00000030008
Gm6762	ENSMUSG00000086984
4930594O21Rik	ENSMUSG00000085677
Hyls1	ENSMUSG00000050555
Tet1	ENSMUSG00000047146
Tnfsf8	ENSMUSG00000028362
Muc3	ENSMUSG00000037390
Magea6	ENSMUSG00000063728
Pate3	ENSMUSG00000094995
Pus3	ENSMUSG00000032103
Spry1	ENSMUSG00000037211
Tmem67	ENSMUSG00000049488
4930412C18Rik	ENSMUSG00000085558
Cplx1	ENSMUSG00000033615
Gm12657	ENSMUSG00000063314
Plaa	ENSMUSG00000028577
Gm29406	ENSMUSG00000099595
Mars	ENSMUSG00000040354
Gm37234	ENSMUSG00000102330
1700057H15Rik	ENSMUSG00000084757
Gm15362	ENSMUSG00000083768
Gm16017	ENSMUSG00000082400
Prtg	ENSMUSG00000036030
Gm38153	ENSMUSG00000104243
Gm3054	ENSMUSG00000079174
Gm38258	ENSMUSG00000102256
Igkc	ENSMUSG00000076609
Tgfbrap1	ENSMUSG00000070939
Gm20913	ENSMUSG00000100539
Sdcbp2	ENSMUSG00000027456
Gm44590	ENSMUSG00000108424
Cdipt	ENSMUSG00000030682
Polg	ENSMUSG00000039176
Kif3a	ENSMUSG00000018395
Gm42922	ENSMUSG00000104605
Ppard	ENSMUSG00000002250
Igkj4	ENSMUSG00000076607
Fam83b	ENSMUSG00000032358
Pou3f1	ENSMUSG00000090125
Gm21988	ENSMUSG00000040904
Tfpi	ENSMUSG00000027082
Vwa2	ENSMUSG00000025082
Gm27247	ENSMUSG00000098760
4933407E24Rik	ENSMUSG00000073759
Ap1b1	ENSMUSG00000009090
Rxfp1	ENSMUSG00000034009
Hypk	ENSMUSG00000027245
Gm37404	ENSMUSG00000103322
Gm15364	ENSMUSG00000082447
Gm45207	ENSMUSG00000109068
Gm38059	ENSMUSG00000102148
Gm44913	ENSMUSG00000109051
Gdpd4	ENSMUSG00000035582
Gm4989	ENSMUSG00000085066
Gm44630	ENSMUSG00000109203
Olfr1326-ps1	ENSMUSG00000043715
E2f8	ENSMUSG00000046179
RP23-305G5.3	ENSMUSG00000109959
Faf2	ENSMUSG00000025873
D830044I16Rik	ENSMUSG00000097075
Gm9218	ENSMUSG00000081560
Serpina3l-ps	ENSMUSG00000091157
Gm16073	ENSMUSG00000079915
0610010K14Rik	ENSMUSG00000020831
Arntl	ENSMUSG00000055116
2810417H13Rik	ENSMUSG00000040204
Serpina3k	ENSMUSG00000058207
Sfmbt1	ENSMUSG00000006527
A730062M13Rik	ENSMUSG00000102971
Serf2	ENSMUSG00000074884
Gm27203	ENSMUSG00000098471
Snph	ENSMUSG00000027457
Abcg1	ENSMUSG00000024030
Utp11l	ENSMUSG00000028907
2410012E07Rik	ENSMUSG00000099528
Serpina3m	ENSMUSG00000079012
Bcan	ENSMUSG00000004892
9530097N15Rik	ENSMUSG00000106371
Gm18717	ENSMUSG00000104477
Gm37455	ENSMUSG00000104288
Gm42701	ENSMUSG00000104583
Gm43258	ENSMUSG00000105846
D930016D06Rik	ENSMUSG00000097392
C030032O16Rik	ENSMUSG00000106063
RP24-187F1.2	ENSMUSG00000109759
Gm42696	ENSMUSG00000104721
Oat-rs1	ENSMUSG00000083544
Gm42699	ENSMUSG00000105083
Gm13633	ENSMUSG00000082303
Gm14715	ENSMUSG00000085598
Gata4	ENSMUSG00000021944
Gm9192	ENSMUSG00000098064
Mpc1-ps	ENSMUSG00000091498
2510039O18Rik	ENSMUSG00000044496
Rbm12b2	ENSMUSG00000052137
RP23-144D10.4	ENSMUSG00000110093
Klk1b11	ENSMUSG00000044485
Magea3	ENSMUSG00000094196
8430432A02Rik	ENSMUSG00000041878
Gm26984	ENSMUSG00000098204
9130015G15Rik	ENSMUSG00000108950
Gm37539	ENSMUSG00000102299
Gm28782	ENSMUSG00000100269
Gm37613	ENSMUSG00000103834
Qsox1	ENSMUSG00000033684
Pgm3	ENSMUSG00000056131
Gm13632	ENSMUSG00000085868
Gm18559	ENSMUSG00000109507
Ighv1-13	ENSMUSG00000102587
Gm43741	ENSMUSG00000104845
Gm29361	ENSMUSG00000099708
Rps15a-ps2	ENSMUSG00000067351
Gm11842	ENSMUSG00000085467
Ddit3	ENSMUSG00000025408
Tgs1	ENSMUSG00000028233
Spi1	ENSMUSG00000002111
Ppcs	ENSMUSG00000028636
Gm45195	ENSMUSG00000108794
Ell3	ENSMUSG00000027246
Nav2	ENSMUSG00000052512
Rbm25	ENSMUSG00000010608
Nppb	ENSMUSG00000029019
Klk1b12-ps	ENSMUSG00000108539
9330121J05Rik	ENSMUSG00000103502
Grp	ENSMUSG00000024517
Gm6788	ENSMUSG00000090737
Arhgef26	ENSMUSG00000036885
Ms4a15	ENSMUSG00000067571
Olfr1325	ENSMUSG00000051706
Gm11205	ENSMUSG00000084969
Gm27156	ENSMUSG00000098335
Gm4189	ENSMUSG00000092384
Gm2822	ENSMUSG00000090358
Atf5	ENSMUSG00000038539
Rora	ENSMUSG00000032238
C030013D06Rik	ENSMUSG00000079489
Rsu1	ENSMUSG00000026727
RP24-116G21.1	ENSMUSG00000109939
Pspc1	ENSMUSG00000021938
Serinc4	ENSMUSG00000046110
Rfpl4	ENSMUSG00000035191
Mrpl54	ENSMUSG00000034932
Gm15210	ENSMUSG00000071041
Gm5742	ENSMUSG00000081383
H2-Q5	ENSMUSG00000055413
RP23-26E18.1	ENSMUSG00000110220
Ccbl1	ENSMUSG00000039648
Senp1	ENSMUSG00000033075
Rpl21	ENSMUSG00000041453
Gm16005	ENSMUSG00000082177
Gm27245	ENSMUSG00000098924
Taf7l	ENSMUSG00000009596
Gm43763	ENSMUSG00000107131
Gm9703	ENSMUSG00000082741
2010320M18Rik	ENSMUSG00000100691
Tff3	ENSMUSG00000024029
Gm37408	ENSMUSG00000103496
Onecut3	ENSMUSG00000045518
Gm12900	ENSMUSG00000082634
Top3a	ENSMUSG00000002814
2610034O05Rik	ENSMUSG00000104429
Gm38334	ENSMUSG00000104001
Gm5640	ENSMUSG00000079534
D630014O11Rik	ENSMUSG00000090168
Gm45199	ENSMUSG00000109395
Snx11	ENSMUSG00000020876
1700003G13Rik	ENSMUSG00000085831
Gm8869	ENSMUSG00000104265
Rpl17-ps4	ENSMUSG00000084345
Akt1s1	ENSMUSG00000011096
Gm43228	ENSMUSG00000107299
Galnt14	ENSMUSG00000024064
Gm8326	ENSMUSG00000101262
Rasl2-9	ENSMUSG00000083649
Gm43020	ENSMUSG00000104846
Tmprss13	ENSMUSG00000037129
Gm5874	ENSMUSG00000071568
Msx1	ENSMUSG00000048450
Gm27155	ENSMUSG00000099239
Gm20186	ENSMUSG00000106874
Gm26981	ENSMUSG00000098041
Poteg	ENSMUSG00000063932
Tff2	ENSMUSG00000024028
Gm15511	ENSMUSG00000086648
4632427E13Rik	ENSMUSG00000074024
Mfap1b	ENSMUSG00000048222
4930562D21Rik	ENSMUSG00000086608
Gm38156	ENSMUSG00000103360
Il4	ENSMUSG00000000869
Gm37160	ENSMUSG00000103232
5430433H01Rik	ENSMUSG00000104075
Gm37780	ENSMUSG00000102691
Ighv1-14	ENSMUSG00000104422
Gm43364	ENSMUSG00000105590
RP23-419K14.11	ENSMUSG00000109495
Col12a1	ENSMUSG00000032332
Trim75	ENSMUSG00000071089
Gm5419	ENSMUSG00000080983
Gm38247	ENSMUSG00000104166
Mdc1	ENSMUSG00000061607
Plgrkt	ENSMUSG00000016495
Ighv1-15	ENSMUSG00000103254
Vmn1r55	ENSMUSG00000074402
G3bp2	ENSMUSG00000029405
Gm10292	ENSMUSG00000102846
Iqcj	ENSMUSG00000051777
Vps52	ENSMUSG00000024319
Vmn1r56	ENSMUSG00000091874
Gm13054	ENSMUSG00000086806
Rpl10	ENSMUSG00000008682
Gm14017	ENSMUSG00000081967
Gdf6	ENSMUSG00000051279
Gm6223	ENSMUSG00000096647
Nppa	ENSMUSG00000041616
Gm14018	ENSMUSG00000084407
9430062P05Rik	ENSMUSG00000104263
Vmn1r57	ENSMUSG00000091652
Gm11537	ENSMUSG00000085242
Gm10723	ENSMUSG00000103345
1700122E12Rik	ENSMUSG00000087685
RP23-202K1.1	ENSMUSG00000110333
Ighv1-16	ENSMUSG00000095554
Gm10292	ENSMUSG00000098151
Hepacam2	ENSMUSG00000044156
Mfap1a	ENSMUSG00000068479
Gm17530	ENSMUSG00000103731
Schip1	ENSMUSG00000027777
Gm15318	ENSMUSG00000086010
Gm1698	ENSMUSG00000074404
9130204K15Rik	ENSMUSG00000086474
