Gene	Ensembl
RNU6-328P	ENSG00000212189
RNU6-426P	ENSG00000252273
Metazoa_SRP	ENSG00000281455
MIR135A1	ENSG00000207926
TFAMP2	ENSG00000254798
RN7SL258P	ENSG00000240589
AC025284.1	ENSG00000216131
Metazoa_SRP	ENSG00000273975
RNU1-48P	ENSG00000252209
HCG4P11	ENSG00000233617
AL355480.3	ENSG00000281133
RN7SL870P	ENSG00000244732
AL645728.1	ENSG00000279244
AL020993.1	ENSG00000265311
SNORD18	ENSG00000200677
RNA5SP36	ENSG00000222129
AL109927.1	ENSG00000278868
U3	ENSG00000274581
RNU6-124P	ENSG00000212254
RP11-730B22.1	ENSG00000270822
PGA5	ENSG00000256713
RNU6-54P	ENSG00000202433
Y_RNA	ENSG00000201354
RNA5SP143	ENSG00000252745
LINC01398	ENSG00000224863
AL662852.1	ENSG00000274063
U6	ENSG00000276138
MLIP-AS1	ENSG00000235050
AL031768.1	ENSG00000266252
RNU7-107P	ENSG00000238523
SNORD32A	ENSG00000201675
AL512359.1	ENSG00000251731
RP11-338L22.2	ENSG00000263477
PRH1-PRR4	ENSG00000275778
RN7SL863P	ENSG00000244632
uc_338	ENSG00000276873
MIR7851	ENSG00000278520
RN7SL213P	ENSG00000239820
Y_RNA	ENSG00000199290
MIR4449	ENSG00000264585
C1orf186	ENSG00000263961
RNU1-80P	ENSG00000238898
AL953885.1	ENSG00000263886
RMST_8	ENSG00000278802
AL008707.1	ENSG00000281303
ITGA8	ENSG00000077943
MIR151B	ENSG00000265154
AC012005.3	ENSG00000279274
AL354828.1	ENSG00000279282
RN7SKP140	ENSG00000223128
SNORA50C	ENSG00000277887
SNORD104	ENSG00000199753
ZBTB12	ENSG00000234196
AC023798.1	ENSG00000221384
SNORA25	ENSG00000252296
RNU6-912P	ENSG00000200670
RNU6-377P	ENSG00000251774
CYP4V2	ENSG00000145476
Metazoa_SRP	ENSG00000281397
MIR660	ENSG00000207970
AP003972.1	ENSG00000280900
PLA2R1	ENSG00000153246
RNU6-947P	ENSG00000252073
MIR4760	ENSG00000263973
RNU1-42P	ENSG00000200903
RN7SL127P	ENSG00000242175
Y_RNA	ENSG00000200325
NCR1	ENSG00000275822
Y_RNA	ENSG00000199444
AC004837.1	ENSG00000275912
AL645944.1	ENSG00000222787
MIR214	ENSG00000207949
NFIX	ENSG00000008441
Y_RNA	ENSG00000264218
ERCC6L2	ENSG00000182150
RPSAP50	ENSG00000224776
RNU6-345P	ENSG00000252810
MIR320B1	ENSG00000211543
Y_RNA	ENSG00000223188
RP4-800F24.1	ENSG00000235575
MIR4436B2	ENSG00000263881
PTPRG-AS1	ENSG00000241472
RP6-166C19.19	ENSG00000270736
HOTAIR_4	ENSG00000274817
SPRY4-IT1_2	ENSG00000274721
RNU6-306P	ENSG00000207347
MIR890	ENSG00000216075
AC253572.1	ENSG00000278882
AC114969.1	ENSG00000264142
RN7SKP27	ENSG00000222616
NLRP7	ENSG00000275483
MIR4443	ENSG00000265483
RNU6-442P	ENSG00000206695
RNU6-62P	ENSG00000252335
RN7SL271P	ENSG00000239250
AL139295.1	ENSG00000281779
TEX264	ENSG00000164081
RP11-235C23.5	ENSG00000228317
RNU7-43P	ENSG00000252363
RNU6-982P	ENSG00000252025
SNORA17	ENSG00000212589
CT47A4	ENSG00000230594
RP4-784A16.2	ENSG00000228838
MIR5694	ENSG00000265993
AC034187.3	ENSG00000265169
Metazoa_SRP	ENSG00000277668
MIR6740	ENSG00000275207
C11orf63	ENSG00000109944
AF111168.2	ENSG00000280308
AC104169.1	ENSG00000251899
MIR5004	ENSG00000264085
RP11-715M14.1	ENSG00000282484
AC006328.4	ENSG00000280301
SNORA70	ENSG00000206637
SNORD101	ENSG00000206754
RNU6-209P	ENSG00000206845
AL159997.1	ENSG00000221105
PPEF1-AS1	ENSG00000237221
RNA5-8S5	ENSG00000275757
RNU7-110P	ENSG00000252700
AC121336.1	ENSG00000223082
AC008836.1	ENSG00000223200
AL158089.1	ENSG00000275098
RNU6-175P	ENSG00000252705
RNY1P2	ENSG00000201690
MIR1247	ENSG00000277601
BMPR1B-AS1	ENSG00000249599
MIR4659A	ENSG00000266038
RP11-441O15.3	ENSG00000224934
MIR544B	ENSG00000265981
AC245028.1	ENSG00000207832
MIR5001	ENSG00000266620
RP11-466C23.5	ENSG00000256280
SNORA25	ENSG00000202377
AC011239.2	ENSG00000279526
SNORA19	ENSG00000207468
SCARNA17	ENSG00000251992
AC007535.1	ENSG00000252445
RNU4ATAC4P	ENSG00000252116
LINC00303	ENSG00000176754
AC011453.4	ENSG00000281285
AP003041.1	ENSG00000277300
RNA5SP64	ENSG00000207341
MIR487B	ENSG00000207754
RN7SKP200	ENSG00000222496
RNA5SP62	ENSG00000200327
MIR4330	ENSG00000265789
RNU6-1025P	ENSG00000276186
RNU7-12P	ENSG00000251839
CHRFAM7A	ENSG00000275917
RP11-23N2.4	ENSG00000260618
AC009892.3	ENSG00000274435
AC002979.1	ENSG00000221386
SCARNA18	ENSG00000238835
RNU6-939P	ENSG00000207364
SNORA59A	ENSG00000239149
DCAF4	ENSG00000119599
SCARNA23	ENSG00000251869
U3	ENSG00000212551
RN7SKP194	ENSG00000223260
Y_RNA	ENSG00000252744
AC091321.1	ENSG00000221731
AC099676.1	ENSG00000278750
SFTPB	ENSG00000168878
Y_RNA	ENSG00000222852
RN7SL323P	ENSG00000241997
7SK	ENSG00000274303
COL11A2	ENSG00000232541
PCDHA10	ENSG00000250120
CTD-2296D1.5	ENSG00000223597
AP000648.5	ENSG00000280385
RNU6-32P	ENSG00000206675
QRICH1	ENSG00000198218
AC073127.1	ENSG00000264045
NAMA_2	ENSG00000277465
Y_RNA	ENSG00000266178
AL137861.3	ENSG00000275435
VMAC	ENSG00000187650
Y_RNA	ENSG00000202310
SNORA74	ENSG00000252305
MIR4670	ENSG00000264158
DNAH5	ENSG00000039139
AL049794.1	ENSG00000280240
RP11-212I21.2	ENSG00000260135
MIR3166	ENSG00000266581
AC025156.1	ENSG00000280480
RP4-533D7.4	ENSG00000226957
SNORA25	ENSG00000200991
DLEU2_5	ENSG00000277752
Y_RNA	ENSG00000206728
C17orf74	ENSG00000184560
AC099669.1	ENSG00000280942
MIR129-1	ENSG00000207705
RN7SKP90	ENSG00000199883
PALB2	ENSG00000083093
RN7SL442P	ENSG00000239221
SNORD115-33	ENSG00000200593
RFC3	ENSG00000133119
USP9YP35	ENSG00000237467
AC104457.1	ENSG00000216067
AC091167.2	ENSG00000280965
CH507-9B2.5	ENSG00000275464
MPC1	ENSG00000060762
AP000797.5	ENSG00000281717
MIR4509-1	ENSG00000276941
WWP1P1	ENSG00000244153
MIR6887	ENSG00000278663
RN7SKP38	ENSG00000222714
AC012314.7	ENSG00000277359
AC096664.3	ENSG00000221085
SV2C	ENSG00000122012
RP1-91J24.3	ENSG00000225311
U1	ENSG00000277374
RP3-331H24.6	ENSG00000279289
CKS1BP7	ENSG00000254331
MIR3661	ENSG00000266751
RNU6-970P	ENSG00000252121
KRR1	ENSG00000111615
RNU6-834P	ENSG00000199237
Y_RNA	ENSG00000199540
RP11-804M7.2	ENSG00000258411
MIR5587	ENSG00000266124
AC137723.1	ENSG00000275682
KLHL14	ENSG00000197705
MARS2	ENSG00000247626
RP1-309H15.2	ENSG00000228772
DLEU2_1	ENSG00000274199
AL136234.1	ENSG00000223009
AC067735.1	ENSG00000252801
RN7SL811P	ENSG00000265439
RP3-331H24.4	ENSG00000230597
MIR3916	ENSG00000263568
RNU6-1071P	ENSG00000201789
MIR3618	ENSG00000266567
HIST1H2BB	ENSG00000276410
MIR548X	ENSG00000265841
RNU6-499P	ENSG00000202485
RN7SL124P	ENSG00000242113
HMGB1P41	ENSG00000253516
RN7SL592P	ENSG00000264615
AC019046.1	ENSG00000265709
AC126407.1	ENSG00000281873
RNU6-110P	ENSG00000207237
POU5F1P4	ENSG00000237872
AC243756.1	ENSG00000270339
MIR18A	ENSG00000274160
RN7SL135P	ENSG00000241964
FAM166AP7	ENSG00000237297
KCNQ1DN	ENSG00000278752
MIR6843	ENSG00000273705
SLCO4C1	ENSG00000173930
AL035250.1	ENSG00000263903
MIR4432	ENSG00000266078
HMGN1P5	ENSG00000230942
AC006539.1	ENSG00000264441
MIR3670-2	ENSG00000274757
RP11-517A5.6	ENSG00000282597
MIR6812	ENSG00000273555
PKP3	ENSG00000184363
SCG5	ENSG00000277614
RNU6-1247P	ENSG00000252431
Metazoa_SRP	ENSG00000276782
AL391839.1	ENSG00000222309
RP11-517A5.5	ENSG00000282332
RP11-204E4.3	ENSG00000263253
MIR521-2	ENSG00000207549
ZNF704	ENSG00000164684
RNU6-193P	ENSG00000222909
RN7SL757P	ENSG00000239249
AL161790.1	ENSG00000222722
ASH1L-AS1	ENSG00000235919
Metazoa_SRP	ENSG00000276213
VN1R90P	ENSG00000268794
AL662801.1	ENSG00000276877
CD300LF	ENSG00000186074
AC131012.1	ENSG00000264062
Metazoa_SRP	ENSG00000280788
MIR6721	ENSG00000275738
MIR7976	ENSG00000276083
MIR4465	ENSG00000264390
AC073928.1	ENSG00000281595
CR536603.1	ENSG00000265610
RNU6-210P	ENSG00000252752
RNU6-619P	ENSG00000202016
RP1-197B17.3	ENSG00000257433
OR7D4	ENSG00000174667
SNORD115-17	ENSG00000201482
MIR6891	ENSG00000275275
MIR517B	ENSG00000207837
CTB-102L5.8	ENSG00000268499
RPPH1	ENSG00000277209
AL121933.1	ENSG00000277822
RP11-263F14.3	ENSG00000232355
RNA5SP19	ENSG00000202056
MIR363	ENSG00000207572
RNU6-348P	ENSG00000207114
Y_RNA	ENSG00000201663
CTC-450M9.1	ENSG00000268764
AC096649.4	ENSG00000221347
RN7SKP171	ENSG00000201287
MIRLET7F2	ENSG00000208012
Y_RNA	ENSG00000253088
snoU13	ENSG00000239096
RIMS4	ENSG00000101098
RBP4	ENSG00000138207
OR6A2	ENSG00000184933
RN7SL321P	ENSG00000277483
AC211469.1	ENSG00000266772
OR7D1P	ENSG00000188314
LAMTOR5	ENSG00000134248
MIR4283-1	ENSG00000264426
VN1R91P	ENSG00000268148
RP11-334E6.4	ENSG00000254892
AL353644.5	ENSG00000275684
Y_RNA	ENSG00000273770
AP005271.1	ENSG00000263630
RNA5SP61	ENSG00000252262
GRM4	ENSG00000124493
RNA5SP308	ENSG00000199402
AL391730.1	ENSG00000273910
AC114877.1	ENSG00000221438
RNU7-144P	ENSG00000238452
TRPM1	ENSG00000274965
TMEM167AP1	ENSG00000226504
RP11-334E6.2	ENSG00000254590
MIR4484	ENSG00000265092
CDC42SE1	ENSG00000197622
AC092038.2	ENSG00000265645
MIR4664	ENSG00000274530
SNORA31	ENSG00000276714
KRT38	ENSG00000171360
POTEC	ENSG00000183206
AC005783.1	ENSG00000266209
SNORD116-9	ENSG00000206727
CTC-244M17.1	ENSG00000268051
AC067718.1	ENSG00000252733
SNORA70	ENSG00000206958
AC087897.1	ENSG00000281888
TSPAN1	ENSG00000117472
AL357115.1	ENSG00000264374
AC090060.1	ENSG00000278142
TRHR	ENSG00000174417
AC017028.11	ENSG00000280528
AC217778.2	ENSG00000280596
RNU6-115P	ENSG00000201180
RNU6-1158P	ENSG00000212469
SEC14L6	ENSG00000214491
MIR133B	ENSG00000199080
RP5-1113E3.3	ENSG00000203469
RNU4-48P	ENSG00000202429
RNU6-30P	ENSG00000207291
FRS2	ENSG00000166225
DRD4	ENSG00000069696
AC007731.2	ENSG00000265300
MIR4437	ENSG00000266705
Y_RNA	ENSG00000252374
snoU13	ENSG00000238295
SNORA71	ENSG00000201393
AC008625.1	ENSG00000221070
RP11-953B20.2	ENSG00000254183
Y_RNA	ENSG00000199349
SNORD14B	ENSG00000201403
RNA5SP212	ENSG00000212525
MIR9-3	ENSG00000207819
RNA5SP260	ENSG00000200719
RNU6-957P	ENSG00000200522
IGHVIII-38-1	ENSG00000253989
AC006116.1	ENSG00000266631
TTTY12	ENSG00000237048
RP11-373F14.1	ENSG00000273731
AL117341.1	ENSG00000280509
RNU6-1298P	ENSG00000199326
AC026992.1	ENSG00000265047
RN7SKP19	ENSG00000251825
TRMT61A	ENSG00000166166
RNA5SP34	ENSG00000252696
CASC23	ENSG00000255420
RP11-953B20.1	ENSG00000261710
RNU6-225P	ENSG00000207343
ST7-OT3_2	ENSG00000278526
RNU6-1340P	ENSG00000207167
RNU4-86P	ENSG00000222067
Y_RNA	ENSG00000200829
CRTC2	ENSG00000160741
AL354828.2	ENSG00000280175
AL109947.1	ENSG00000239160
Y_RNA	ENSG00000202469
MEIOC	ENSG00000180336
AP003498.1	ENSG00000221458
Y_RNA	ENSG00000252064
MIR548A2	ENSG00000207689
RFTN1P1	ENSG00000234795
FLJ12825	ENSG00000248265
RNU6-621P	ENSG00000201622
Y_RNA	ENSG00000223271
BPIFB9P	ENSG00000125997
Y_RNA	ENSG00000199716
CR381670.1	ENSG00000238411
AC092364.2	ENSG00000277623
MIR22	ENSG00000275595
Y_RNA	ENSG00000199565
AC007384.1	ENSG00000280574
RNU6-1324P	ENSG00000206949
MIR30E	ENSG00000198974
RNU7-154P	ENSG00000252003
RNU6-873P	ENSG00000200703
RNU6-796P	ENSG00000212388
RNU6-812P	ENSG00000200048
IGHV4-39	ENSG00000211959
RN7SL640P	ENSG00000278825
MIR6780A	ENSG00000275273
AUXG01000515.2	ENSG00000277659
UCKL1	ENSG00000198276
SNORA18	ENSG00000206592
RNU6-1095P	ENSG00000251957
AC093874.1	ENSG00000266254
SNORD114-12	ENSG00000202270
AL357140.1	ENSG00000280113
NDUFB4P8	ENSG00000223663
SAPCD1	ENSG00000227861
RNU7-149P	ENSG00000252548
RN7SL507P	ENSG00000239702
RP11-3B12.5	ENSG00000224899
MIR6126	ENSG00000273776
AC087348.1	ENSG00000281352
RNA5SP225	ENSG00000222806
AC005187.1	ENSG00000276369
RN7SKP103	ENSG00000200718
RP11-88E18.1	ENSG00000258406
RNU6-1114P	ENSG00000251831
AL591704.9	ENSG00000203781
RNU6-42P	ENSG00000206892
RNA5SP26	ENSG00000199276
Y_RNA	ENSG00000201555
MIR324	ENSG00000199053
MIR2909	ENSG00000275471
MIR1911	ENSG00000222715
AC133041.1	ENSG00000221602
POM121L14P	ENSG00000218189
AC017028.7	ENSG00000265891
MIR4514	ENSG00000265855
RNU6-937P	ENSG00000207053
LINC00051	ENSG00000254008
AL135745.1	ENSG00000279654
RNY3P1	ENSG00000201955
RP11-95G17.2	ENSG00000272472
RNA5SP240	ENSG00000202225
AC243949.1	ENSG00000276360
AC006088.1	ENSG00000281030
RNU2-31P	ENSG00000252763
RP11-560B16.5	ENSG00000254712
MIR548AJ1	ENSG00000265669
AC008641.1	ENSG00000279109
ST7-OT3_1	ENSG00000275054
RP3-425C14.7	ENSG00000277408
AL356253.1	ENSG00000277097
MIR6851	ENSG00000275651
RNU6-770P	ENSG00000200799
THBS3	ENSG00000169231
RGS21	ENSG00000253148
MIR3074	ENSG00000207617
SNORA3A	ENSG00000200983
CDKN2B-AS_3	ENSG00000274055
Y_RNA	ENSG00000206862
RNU6-592P	ENSG00000223265
AC008280.1	ENSG00000235937
RNA5SP461	ENSG00000252260
AC073476.1	ENSG00000281072
RP11-448G4.4	ENSG00000224901
SNORA63	ENSG00000199363
RN7SL646P	ENSG00000242341
RNY1P6	ENSG00000206920
AL078621.1	ENSG00000276624
Y_RNA	ENSG00000206669
MIR5096	ENSG00000266270
ISG15	ENSG00000187608
RNU6-1164P	ENSG00000201298
PSG11	ENSG00000243130
AC007339.1	ENSG00000221134
AC004980.10	ENSG00000214243
RP11-834C11.8	ENSG00000248576
SNORD117	ENSG00000263358
AC246787.6	ENSG00000275590
U1	ENSG00000266081
U1	ENSG00000266081
AL603650.1	ENSG00000263507
RNU6-573P	ENSG00000206665
AL137795.1	ENSG00000277731
AL391375.1	ENSG00000263686
SNORD59	ENSG00000252517
AC019205.1	ENSG00000263378
RN7SKP234	ENSG00000252982
U3	ENSG00000200538
OR7E24	ENSG00000237521
RNU6-235P	ENSG00000199514
AC010874.1	ENSG00000251879
AL365361.1	ENSG00000281882
RNU6-994P	ENSG00000222439
RNU7-4P	ENSG00000252770
uc_338	ENSG00000274127
RNU6-673P	ENSG00000201954
BX088563.1	ENSG00000281109
RP11-448G4.2	ENSG00000235582
SNORA70	ENSG00000252258
RNU6-776P	ENSG00000201273
RN7SKP149	ENSG00000199878
snoU13	ENSG00000239129
Y_RNA	ENSG00000238797
IGHV3-43	ENSG00000282151
SNORD114-1	ENSG00000199575
RN7SL623P	ENSG00000244501
ARL2-SNX15	ENSG00000273003
RNU6-205P	ENSG00000212160
RNU6-318P	ENSG00000207010
RN7SL605P	ENSG00000265566
RN7SKP122	ENSG00000251732
AC092265.1	ENSG00000221126
MIR302E	ENSG00000221703
AL590431.1	ENSG00000252817
RN7SL279P	ENSG00000265648
ST6GAL1	ENSG00000073849
RNA5SP488	ENSG00000201812
ACA64	ENSG00000252016
RN7SL796P	ENSG00000277031
NTF3	ENSG00000185652
SNORD1C	ENSG00000274091
RP11-834C11.4	ENSG00000250742
Y_RNA	ENSG00000207403
RPS2P45	ENSG00000244378
AC005037.1	ENSG00000221530
U1	ENSG00000274574
RN7SKP244	ENSG00000252322
RNA5SP422	ENSG00000252587
AC217773.1	ENSG00000280985
FO393407.1	ENSG00000222518
RNU6-1102P	ENSG00000251958
RPS28P1	ENSG00000270912
RNU2-46P	ENSG00000252847
AC011997.1	ENSG00000222017
RNU6-478P	ENSG00000200774
AL353644.1	ENSG00000274224
AP000870.1	ENSG00000216073
CTD-2510F5.6	ENSG00000265303
SNORA70E	ENSG00000207221
MIR205HG	ENSG00000230937
AC025678.1	ENSG00000266205
SNORA62	ENSG00000252443
MIR7855	ENSG00000277239
Y_RNA	ENSG00000222305
RNA5SP476	ENSG00000252422
AL136001.1	ENSG00000264439
RNU6-394P	ENSG00000222667
ASH1L	ENSG00000116539
MIR4457	ENSG00000263670
RPL13P	ENSG00000234904
RP3-331H24.7	ENSG00000279312
AC090340.1	ENSG00000266636
uc_338	ENSG00000274051
AC084357.1	ENSG00000275027
Metazoa_SRP	ENSG00000276532
RN7SKP119	ENSG00000222685
EEF1A1P32	ENSG00000213046
HOXC6	ENSG00000197757
snoMe28S-Am2634	ENSG00000251844
Y_RNA	ENSG00000206704
RN7SKP290	ENSG00000271814
RNU7-20P	ENSG00000251712
PTPRD-AS2	ENSG00000226717
RP1-209A6.1	ENSG00000233358
Metazoa_SRP	ENSG00000275975
RN7SL363P	ENSG00000241869
MIR4720	ENSG00000273048
AC093807.2	ENSG00000281715
RNU6-941P	ENSG00000252155
GP6	ENSG00000274050
RNU5E-7P	ENSG00000202160
RN7SL76P	ENSG00000241959
SNORD116-7	ENSG00000207133
RP3-331H24.5	ENSG00000269966
RPL23AP26	ENSG00000228884
STK17B	ENSG00000081320
AC018867.1	ENSG00000281192
VWA9	ENSG00000138614
U6	ENSG00000275782
RNU6-1160P	ENSG00000207276
AC244207.1	ENSG00000277019
SNORA70	ENSG00000251796
KRT39	ENSG00000262164
HOXA11-AS1_5	ENSG00000278592
RNA5SP258	ENSG00000199620
RNA5SP468	ENSG00000252591
AL353782.1	ENSG00000273751
RN7SL131P	ENSG00000264592
AC104802.1	ENSG00000211987
RP11-727F15.13	ENSG00000269463
RNU2-10P	ENSG00000252184
AL158151.1	ENSG00000220992
AC010894.3	ENSG00000226853
ZNF417	ENSG00000173480
RNU4-61P	ENSG00000223175
AC244250.4	ENSG00000264629
FAM118A	ENSG00000100376
SNORD77	ENSG00000251967
RNU7-87P	ENSG00000238500
MANSC1	ENSG00000111261
KLHL29	ENSG00000119771
MIR892B	ENSG00000216098
RP11-201E8.1	ENSG00000244464
AP000442.1	ENSG00000255139
Y_RNA	ENSG00000202388
NLRP7	ENSG00000277776
AC002389.1	ENSG00000278423
RPL31P58	ENSG00000243053
Metazoa_SRP	ENSG00000255851
BTF3P2	ENSG00000258282
MIR6770-2	ENSG00000277698
RN7SKP279	ENSG00000223315
uc_338	ENSG00000277217
RP11-834C11.6	ENSG00000249388
RP4-585I14.3	ENSG00000278153
RP11-807H17.1	ENSG00000227869
RNU6-116P	ENSG00000206769
RP11-104H15.9	ENSG00000262624
IGKV2-40	ENSG00000273962
RNU6-463P	ENSG00000207068
OSCAR	ENSG00000278378
RP11-834C11.15	ENSG00000283073
RN7SKP46	ENSG00000251751
AC133552.1	ENSG00000281675
AC010894.4	ENSG00000179997
RP11-104H15.8	ENSG00000263301
RNU6-554P	ENSG00000222398
SNORD115-40	ENSG00000272460
RPS9	ENSG00000274646
RNU5D-2P	ENSG00000252521
RNA5SP153	ENSG00000252307
RNU5F-4P	ENSG00000252390
RP11-73B2.7	ENSG00000268181
TMEM102	ENSG00000181284
SNORA72	ENSG00000207084
NDUFA3	ENSG00000276766
C1orf53	ENSG00000203724
MIR4468	ENSG00000266193
Metazoa_SRP	ENSG00000274206
RP11-420K14.3	ENSG00000268535
RHD	ENSG00000187010
AC009080.1	ENSG00000265127
RP11-340I6.1	ENSG00000234387
AC011477.1	ENSG00000265339
RP11-114H24.4	ENSG00000214646
ABCB10P1	ENSG00000281173
Y_RNA	ENSG00000201860
RP11-715J22.6	ENSG00000260293
RN7SKP160	ENSG00000200674
CTD-2350C19.2	ENSG00000265254
AC136352.6	ENSG00000278673
RP11-745I13.1	ENSG00000255295
IFT27	ENSG00000100360
RP11-681L8.1	ENSG00000254044
RP11-340I6.3	ENSG00000227305
AC008622.1	ENSG00000280050
SNORA11B	ENSG00000221102
RP5-1057I20.6	ENSG00000274737
MIR5583-2	ENSG00000266148
LINC01623	ENSG00000234966
HULC	ENSG00000276019
SPECC1	ENSG00000128487
XXbac-BPG249D20.9	ENSG00000234057
AL662797.1	ENSG00000277346
TMEM41B	ENSG00000166471
RP11-643A5.2	ENSG00000259669
RP1-234P15.4	ENSG00000225793
RNY1P15	ENSG00000222351
SNORA42	ENSG00000199787
AC092628.3	ENSG00000228806
SNORA51	ENSG00000201465
ABCC5-AS1	ENSG00000223882
RP11-109F19.1	ENSG00000278854
AL354833.3	ENSG00000264042
THSD7B	ENSG00000144229
Y_RNA	ENSG00000267828
RNU6-165P	ENSG00000252979
RP11-270L13.1	ENSG00000224560
LINC00900	ENSG00000246100
KLHDC3	ENSG00000124702
AL117380.2	ENSG00000251772
LRRC75A-AS1	ENSG00000175061
RP11-505K9.5	ENSG00000274677
RN7SL728P	ENSG00000241144
Y_RNA	ENSG00000201984
AC016597.1	ENSG00000221528
RP11-12A20.6	ENSG00000276032
RNU6-309P	ENSG00000201443
RPEP2	ENSG00000234158
RNU1-138P	ENSG00000206820
FOXG1-AS1	ENSG00000257126
ZNF92P1Y	ENSG00000215603
PPT2	ENSG00000206329
CEACAM21	ENSG00000007129
RN7SKP222	ENSG00000222583
AC003006.1	ENSG00000264453
KB-1471A8.1	ENSG00000245330
AP002967.1	ENSG00000277121
RNU4-30P	ENSG00000222177
PIK3IP1-AS1	ENSG00000228839
SNORD115-43	ENSG00000202373
ADGRL4	ENSG00000162618
TNS3	ENSG00000136205
RP11-834C11.10	ENSG00000257534
RNU6-1314P	ENSG00000252948
RALGAPA1P	ENSG00000229419
ZNF90P2	ENSG00000232017
RNA5SP401	ENSG00000251729
RP11-810P12.1	ENSG00000244176
RNU7-179P	ENSG00000252417
RP5-1011O1.3	ENSG00000236069
STRN3	ENSG00000196792
AC171558.3	ENSG00000276872
CRTC3-AS1	ENSG00000259736
Metazoa_SRP	ENSG00000278794
UBDP1	ENSG00000226365
MAML2	ENSG00000184384
RP1-272L16.1	ENSG00000224260
AP001631.10	ENSG00000228120
AC126544.1	ENSG00000273917
HCG14	ENSG00000236835
RNA5SP384	ENSG00000252424
RP5-899B16.1	ENSG00000231426
AC004906.3	ENSG00000237286
CNN1	ENSG00000130176
AC010364.1	ENSG00000281215
AC090578.1	ENSG00000278105
GYPB	ENSG00000250361
RNU6-1273P	ENSG00000199903
SNORA40	ENSG00000273499
SNORD67	ENSG00000252427
RNU1-108P	ENSG00000199426
MSTN	ENSG00000138379
AP000960.1	ENSG00000277305
RN7SL269P	ENSG00000243051
RNU6-1310P	ENSG00000206880
AC004231.2	ENSG00000262487
AC006328.1	ENSG00000252471
RN7SL33P	ENSG00000243049
CR759778.3	ENSG00000266871
RNU6ATAC	ENSG00000221676
RNU6-1138P	ENSG00000202229
AL354820.1	ENSG00000274190
FCER2	ENSG00000104921
MIR1302-2	ENSG00000274890
AC011748.1	ENSG00000212025
HMGB3P12	ENSG00000237603
AC243679.1	ENSG00000273959
GLRB	ENSG00000109738
SNORA38	ENSG00000263994
MIR33B	ENSG00000207839
RN7SL148P	ENSG00000244066
MIR3195	ENSG00000265306
STPG2	ENSG00000163116
BX927320.1	ENSG00000278407
RN7SKP185	ENSG00000199683
RAB2B	ENSG00000129472
C7orf26	ENSG00000146576
MBOAT7	ENSG00000278519
RNU1-64P	ENSG00000202313
RNA5SP490	ENSG00000252950
C4B-AS1	ENSG00000223661
SNRNP25	ENSG00000161981
AL035422.1	ENSG00000221132
DLEU1_2	ENSG00000273541
MIR194-2	ENSG00000277225
MIR6777	ENSG00000274111
RN7SL280P	ENSG00000244671
NIPAL2	ENSG00000104361
RNU6-887P	ENSG00000222592
AC006478.1	ENSG00000274604
CARD11	ENSG00000198286
Y_RNA	ENSG00000207092
SNORA48	ENSG00000263589
PEBP1	ENSG00000089220
CTC-455F18.3	ENSG00000253966
RN7SL383P	ENSG00000263556
U1	ENSG00000277918
ELF3	ENSG00000163435
RNU6-906P	ENSG00000207431
RNU6-1133P	ENSG00000222895
Z83826.1	ENSG00000221299
AC026512.1	ENSG00000266374
ANO10	ENSG00000160746
RNU6-810P	ENSG00000200871
CPEB3_ribozyme	ENSG00000221042
MBTPS1	ENSG00000140943
RNU6-473P	ENSG00000251973
RP4-595K12.1	ENSG00000213579
U3	ENSG00000202268
RP11-349G13.1	ENSG00000259232
SNORA16B	ENSG00000201544
RUNDC3B	ENSG00000105784
RNU6ATAC2P	ENSG00000210678
PI4KB	ENSG00000143393
SNORD42A	ENSG00000238649
Y_RNA	ENSG00000199677
MRPS33P3	ENSG00000251308
QKI	ENSG00000112531
AL592546.1	ENSG00000281294
RP1-97D16.1	ENSG00000216915
AC008085.1	ENSG00000252811
TJP1	ENSG00000104067
PEX5L-AS2	ENSG00000244302
ZNRD1-AS1_1	ENSG00000278049
TNNT2	ENSG00000118194
SNORD62A	ENSG00000235284
CYB561D2	ENSG00000271858
AC111194.1	ENSG00000264332
SNORA69	ENSG00000206622
RNU7-119P	ENSG00000239119
ACSS2	ENSG00000131069
AC091736.1	ENSG00000222219
AL441988.1	ENSG00000221319
AL160056.1	ENSG00000221777
KRTAP25-1	ENSG00000232263
AC055811.1	ENSG00000265109
OR9M1P	ENSG00000186124
RNU6-1207P	ENSG00000207071
Y_RNA	ENSG00000200855
SOAT1	ENSG00000057252
SRSF8	ENSG00000263465
RNU6-1257P	ENSG00000207355
MIR3670-2	ENSG00000264722
RP11-498C9.3	ENSG00000262413
DDAH2	ENSG00000225635
RN7SL793P	ENSG00000264554
MIR6801	ENSG00000274380
RP11-109E12.4	ENSG00000276460
VSTM1	ENSG00000277607
RN7SKP136	ENSG00000222859
AC110602.1	ENSG00000281267
RPL29P30	ENSG00000235420
RP11-55K22.2	ENSG00000213109
MIR4752	ENSG00000278394
ZNF877P	ENSG00000226875
snoU83B	ENSG00000252945
RP11-433J8.1	ENSG00000258702
KRT23	ENSG00000263309
AL138498.1	ENSG00000266500
TIMP2	ENSG00000035862
OR4A44P	ENSG00000255053
AC136352.5	ENSG00000277666
ABC7-43046200P7.1	ENSG00000280898
RNU6-720P	ENSG00000252172
RP11-94A24.1	ENSG00000255364
ZMYM1	ENSG00000197056
